name,photo,qualification,work_experience,current_position,current_employer,field_of_expertise,skills,average_rating,id,description,previous_employer_1,previous_employer_2,address_1,address_2
Mary Gray,https://placekitten.com/690/691,BSc in Cybersecurity,30,Senior Cybersecurity Analyst,Johnson PLC,Threat Intelligence,"Penetration Testing, Security Information and Event Management (SIEM), Incident Response, Network Security, Cryptography",3.5,76,No description available,Love-Scott,"Martin, Farley and Robertson","74068 Lucas Brook
New Victor, NH 11077","5851 Wyatt Key
South April, NM 07142"
Angela Vega,https://dummyimage.com/43x151,MSc in Network Engineering,20,Senior Network Engineer,Terry and Sons,Network Design,"Cisco, Wireless Networking, Network Troubleshooting, Network Design, Network Security",1.5,77,No description available,Ferguson-Gomez,"Williams, Ball and Osborn","USCGC Ramos
FPO AP 65062","69119 Joel Run
New Ericland, MH 48842"
Charles Glover,https://dummyimage.com/344x375,BSc in Information Systems,19,Senior Systems Analyst,Santiago-Schmidt,Process Improvement,"Requirements Gathering, Business Analysis, System Analysis, System Integration, Database Management",1.1,78,No description available,Brown PLC,"Leach, Jones and Ford","7548 Nixon Ferry
Pricetown, KS 72547","631 James Oval
Brownberg, WI 00998"
Dakota Barrett,https://dummyimage.com/853x1018,MSc in Network Engineering,5,Network Engineer,"Taylor, Bowers and Conley",Network Design,"Firewall Configuration, LAN/WAN, TCP/IP, Wireless Networking, Network Design",4.6,79,"Proficient in designing, implementing, and managing network infrastructure to ensure optimal performance and security.","Tapia, Parker and Brown","Klein, Thompson and Brown","96254 Peterson Courts
East Samuelville, MA 05768","385 Danielle Valley Apt. 447
East Rachel, MD 51256"
Danny Ramsey,https://picsum.photos/241/999,PhD in Artificial Intelligence,40,AI Researcher,"Mendoza, Young and Lee",Artificial Intelligence,"Algorithm Development, TensorFlow, Machine Learning, PyTorch, Computer Vision",1.2,80,Dedicated to advancing artificial intelligence through research and development in machine learning and deep learning.,Boyle-Holt,"Deleon, Tyler and Wilson","735 Wright Flat
Sarahberg, RI 77451","08218 Gabriel Rapid Apt. 903
Katherinebury, VA 53097"
Karen Williams,https://picsum.photos/936/961,MSc in Data Science,30,Data Scientist,Young PLC,Data Science,"Machine Learning, R, Natural Language Processing, Python, Big Data",1.7,81,"Skilled in data analysis, machine learning, and transforming data into actionable insights.",Mcdowell-James,"Howe, Patterson and Roberts","718 Nelson Hills
West Gregoryberg, UT 94310","766 Craig Forge
Hillmouth, TN 06028"
Glen Owens,https://placekitten.com/616/179,BSc in Information Systems,11,Systems Analyst,"Hoover, Townsend and Rogers",System Integration,"Requirements Gathering, Database Management, Business Analysis, Technical Documentation, UML",1.8,82,Experienced in analyzing and improving system processes to enhance business operations.,Johnson-Crosby,Griffin-Vance,"USNS Nguyen
FPO AE 91840","69478 Lisa Club Apt. 396
Harriston, NY 21861"
William Figueroa,https://placekitten.com/416/667,MSc in Computer Science,30,Senior Backend Developer,"Hunter, Phillips and Roberts",Microservices Architecture,"Python, Go, REST APIs, Java, NoSQL Databases",2.4,83,No description available,Gray Group,Rivera Inc,"096 Julie Square Apt. 908
West Derrickstad, VT 35760","080 Jeremy Lodge
North Brenda, AS 16540"
Lauren Freeman,https://placekitten.com/128/366,BSc in Computer Science,12,Principal Software Engineer,Jefferson-Wilson,Database Systems,"Database Management, Agile Methodologies, Java, Software Design, API Development",4.0,84,No description available,Robertson Group,Schwartz-Reed,"83336 Bruce Wall Suite 715
East Adrienne, NC 12213","5147 Johnson Center
Port Rachelmouth, WI 61950"
Jean Torres,https://placekitten.com/260/625,MSc in Information Technology,37,Principal DevOps Engineer,Richardson-Moore,Cloud Computing,"Linux, Terraform, Kubernetes, Azure, Ansible",3.4,85,No description available,"Chavez, Anderson and Adams",Henry Group,"Unit 0810 Box 1236
DPO AP 79985","9594 Jennifer Inlet
Lake Mackenzie, MH 90288"
Casey Ford,https://picsum.photos/158/451,MSc in Network Engineering,33,Network Engineer,Webster-Johnson,Network Security,"LAN/WAN, Cisco, Network Design, Network Troubleshooting, Network Security",3.3,86,"Proficient in designing, implementing, and managing network infrastructure to ensure optimal performance and security.",Russell Group,"Bryant, Green and Jordan","784 Virginia Cape
Rebeccaland, WY 59204","8960 Hannah Loop
New Timothy, DC 95546"
Christopher Romero,https://dummyimage.com/836x398,MSc in Data Engineering,24,Senior Data Engineer,"Mcbride, Munoz and Mcclure",Data Pipeline Development,"Data Warehousing, Database Management, Apache Spark, SQL, Big Data",1.7,87,No description available,"Johnson, Reynolds and Sloan","Humphrey, Martinez and Nguyen","75435 Martin Mill Suite 696
Blackton, LA 45512","PSC 0955, Box 4986
APO AA 63832"
Matthew Cox,https://placekitten.com/722/296,BSc in Information Technology,37,Frontend Developer,"Gordon, Carter and Hinton",UI/UX Design,"CSS, TypeScript, Angular, UI/UX Design, Vue.js",3.7,88,Proficient in creating engaging and responsive user interfaces using modern web technologies.,Hutchinson Ltd,Neal-Burch,"5924 Tabitha Fall
West Michael, PR 83173","428 Murphy Forges
New Michael, PA 32654"
Breanna Howe MD,https://dummyimage.com/829x936,MSc in Computer Science,16,Principal Full Stack Developer,Sanchez Inc,Full Stack Development,"REST APIs, HTML, Node.js, SQL, Angular",3.0,89,No description available,"Walker, Parker and Short",Stevenson-Christian,"3658 Nolan Landing
Patricialand, MP 86656","5999 Lawrence Mission Apt. 480
Gonzalezside, CT 33665"
Karen Reed,https://dummyimage.com/50x929,MSc in Information Technology,23,DevOps Engineer,Walls Ltd,Infrastructure as Code,"Ansible, Terraform, Linux, CI/CD, Kubernetes",2.6,90,"Expert in automation, continuous integration, and efficient deployment processes.","Davis, Jordan and Snyder",Strickland-Bailey,"USNV Braun
FPO AP 58157","61058 Aaron Gateway
Bishophaven, MS 67890"
Shane Dickson,https://placekitten.com/963/466,MSc in Computer Science,9,Principal Mobile App Developer,Mclaughlin LLC,Android Development,"Android Development, Swift, Java, React Native, Flutter",2.3,91,No description available,Greene-Howard,Elliott-Stewart,"464 Debra Way
New Kaitlin, NC 89009","USS Miller
FPO AA 59900"
Steven Scott,https://picsum.photos/1016/410,BSc in Cybersecurity,7,Cybersecurity Expert,Jones Inc,Incident Response,"Vulnerability Assessment, Security Information and Event Management (SIEM), Incident Response, Penetration Testing, Firewall Management",2.9,92,"Specialist in protecting systems, networks, and data from cyber threats and vulnerabilities.","Reyes, Robbins and Rose","Martinez, Levy and Martinez","012 Martinez Rest Apt. 845
Aguilarhaven, KS 04316","2507 Garza Heights Apt. 254
Duffyfort, OK 39623"
Michael Cohen,https://placekitten.com/140/947,BSc in Computer Science,1,Senior Blockchain Engineer,Medina-Carter,Decentralized Applications (DApps),"Hyperledger, Blockchain Development, Distributed Systems, Consensus Algorithms, Smart Contracts",3.5,93,No description available,Harrison-Rice,Williams Group,"16755 Jennifer Land
New Brittanyhaven, IN 50635","PSC 7046, Box 7389
APO AA 27221"
Leroy Williamson,https://picsum.photos/107/776,MSc in Computer Science,34,Lead Software Developer,"Payne, Sawyer and Garcia",Database Systems,"API Development, Database Management, Debugging, C++, Java",3.8,94,No description available,"Cox, Logan and Medina","Vaughn, Turner and Glenn","828 Dominguez Freeway Suite 338
Port Gerald, MS 51340","5173 Lawrence Plaza Apt. 184
Samuelborough, CO 39310"
Nicholas Mcconnell,https://picsum.photos/355/792,BSc in Data Engineering,26,Senior Data Engineer,Boyer-Garcia,ETL Processes,"Big Data, Database Management, SQL, Python, Hadoop",1.1,95,No description available,Hayden Group,Patterson LLC,"2558 Miller Cove
Teresaborough, MD 20753","79141 Acosta Ports Suite 598
Higginsfurt, TX 45925"
Michael Patel DVM,https://dummyimage.com/930x460,MSc in Computer Science,22,Lead Software Developer,"Gonzales, Sullivan and Willis",System Design,"Agile Methodologies, C++, API Development, Software Design, Java",4.7,96,No description available,Huerta-Johnson,"Barker, Rivera and Rush","794 Cooper Summit
Christopherbury, WI 09301","505 Garner Union
Powellfort, MH 97473"
Laurie Greene,https://placekitten.com/525/22,BSc in Computer Science,38,Principal Blockchain Developer,Carroll-Decker,Blockchain Technology,"Ethereum, Distributed Systems, Consensus Algorithms, Cryptography, Bitcoin",5.0,97,No description available,Hernandez and Sons,"Webb, Anderson and Ramirez","5842 David Station Apt. 735
New Jason, VI 19196","9704 Connie Road
East Juliefort, PA 68265"
Mary Anderson,https://picsum.photos/959/980,BSc in Computer Science,26,Senior Software Engineer,Santos PLC,Cloud Computing,"Java, API Development, System Architecture, Software Design, C++",3.1,98,"Seasoned software engineer with expertise in software design, development, and system architecture.","Miller, Allen and Huff",Harris-Turner,"3586 Davidson Villages
South Jamiebury, OR 48576","61145 Chen Lane Suite 793
Gibsonhaven, FM 81300"
Jennifer Mahoney,https://dummyimage.com/548x580,PhD in Data Science,3,Data Scientist,Brooks-Wilson,Predictive Analytics,"Statistics, Big Data, Machine Learning, Data Visualization, Python",2.3,99,"Skilled in data analysis, machine learning, and transforming data into actionable insights.",King Ltd,Mcdonald Ltd,"79792 Alexandria Shore Apt. 037
Lake Gregory, ND 61558","112 Courtney Shoal
Jacksonville, NE 10555"
Justin Gates,https://picsum.photos/1001/626,BSc in Network Engineering,29,Principal Network Engineer,Copeland-Hudson,Network Design,"LAN/WAN, Firewall Configuration, TCP/IP, Wireless Networking, VPN",3.1,100,No description available,"Robinson, Dominguez and Martin",Blair-Rose,"944 Nicholas Ferry Apt. 133
Lake Lesliechester, MI 97567","0952 Roberts Village
Paultown, MT 51954"
Stephen Gonzales,https://dummyimage.com/584x277,BSc in Information Technology,9,DevOps Engineer,"Ortiz, Zamora and Mckenzie",Automation,"Azure, Terraform, Linux, Ansible, Docker",4.1,101,"Expert in automation, continuous integration, and efficient deployment processes.",Chapman-Armstrong,Kirby-Perry,"76668 Stephenson Coves
Port Jessicaview, MI 99240","13036 Contreras Passage Suite 793
West Rebekah, FL 15156"
Ryan Kaufman,https://dummyimage.com/696x451,BSc in Network Engineering,29,Principal Network Engineer,Mcbride Ltd,Networking,"VPN, LAN/WAN, Wireless Networking, Network Troubleshooting, Firewall Configuration",1.8,102,No description available,"Fowler, Brown and Walker",Thomas-Chung,"09019 Calvin Wall Suite 089
North Matthewchester, MI 92919","USNS Lewis
FPO AE 09955"
Linda Perry,https://placekitten.com/763/49,MBA,2,Senior Product Manager,"Johnson, Scott and Johnson",User Experience,"Product Roadmap, Stakeholder Management, Project Management, Product Lifecycle Management, Agile",2.8,103,No description available,Gonzalez Ltd,Ballard and Sons,"54798 Carolyn Vista Suite 604
Gaineschester, KY 77000","585 Hernandez Vista Apt. 181
Laurenstad, MP 35479"
Christine Roberts,https://picsum.photos/71/407,MSc in Computer Science,23,Lead Software Developer,Brewer-Barker,Database Systems,"Python, API Development, Agile Methodologies, Software Design, Debugging",2.6,104,No description available,"Thomas, Romero and Cunningham","Turner, Martinez and Lewis","501 Cannon Drive Apt. 759
Nicholasfort, UT 96326","PSC 6452, Box 9441
APO AP 56831"
Stacy Wilson,https://placekitten.com/12/602,MSc in Data Engineering,21,Data Engineer,Taylor and Sons,Data Pipeline Development,"Hadoop, Big Data, Data Warehousing, Apache Spark, Python",3.9,105,"Skilled in building and maintaining data pipelines, ensuring data integrity and availability for analysis.","Thomas, Fisher and Weber",Hunt PLC,"157 Steven Forest
Jeffreyberg, TX 41593","1739 Daniel Square Apt. 421
Jessicamouth, WA 35121"
Kelly Olson,https://placekitten.com/932/676,MSc in Information Technology,19,Senior DevOps Engineer,Johnson-Gibson,Cloud Computing,"Linux, Terraform, Kubernetes, CI/CD, Ansible",3.9,106,No description available,"Dixon, Perry and Thomas","Wilson, Lee and Baker","PSC 4180, Box 9002
APO AE 58012","758 Amy Terrace Apt. 784
Villarrealhaven, GA 36112"
Jamie Garza,https://picsum.photos/557/1001,BSc in Information Technology,27,Principal DevOps Engineer,Jarvis and Sons,Automation,"Kubernetes, Docker, Terraform, Linux, Shell Scripting",2.9,107,No description available,"Smith, Kennedy and Lloyd",Ward-Khan,"820 Garcia Common
North Diane, IL 87699","81255 Rogers Extensions Suite 581
Beanchester, WI 85169"
Elizabeth Rodriguez,https://placekitten.com/128/222,BSc in Computer Science,40,Frontend Developer,Stewart and Sons,Responsive Design,"HTML, UI/UX Design, TypeScript, JavaScript, Angular",2.0,108,Proficient in creating engaging and responsive user interfaces using modern web technologies.,"Cox, Miller and Krause",Benson-Hernandez,"566 Christian Loop Suite 003
North Wendy, IN 95737","67227 Kathleen Crescent Apt. 009
Webbfurt, NJ 95696"
Max Hutchinson,https://picsum.photos/888/368,MSc in Computer Science,7,Principal Full Stack Developer,"Holmes, French and Smith",Full Stack Development,"REST APIs, Full Stack Development, HTML, JavaScript, React",2.8,109,No description available,Robinson-Coleman,Kramer LLC,"78244 Smith Port
Kevinport, NC 61632","13439 Amber Orchard Suite 462
Port Christopherland, HI 83631"
Walter Valencia,https://placekitten.com/698/798,BSc in Computer Science,8,Principal Frontend Developer,"Armstrong, Curtis and Hudson",UI/UX Design,"Vue.js, UI/UX Design, JavaScript, TypeScript, React",2.0,110,No description available,Carroll Group,Gomez Inc,"7287 Sharon Meadow
South David, GU 85496","11033 Sheri Way Suite 365
Lake Megantown, OR 09483"
Teresa Bates MD,https://dummyimage.com/193x591,BSc in Computer Science,23,Backend Developer,Turner PLC,API Development,"Python, REST APIs, Java, NoSQL Databases, Backend Development",1.9,111,"Expert in server-side development, databases, and API integration to support frontend applications.",Perry-Gonzalez,Schultz-Wright,"565 Wright Ports
Vanessaport, GA 07855","49297 Byrd Spur
West William, CO 94012"
Jessica Lewis,https://placekitten.com/490/960,MSc in Blockchain Technology,7,Senior Blockchain Engineer,Lynch-Irwin,Decentralized Applications (DApps),"Consensus Algorithms, Blockchain Development, Smart Contracts, Cryptography, Solidity",2.7,112,No description available,"Atkins, Houston and Gonzalez",Mcdonald-Wood,"455 Paul Freeway Suite 066
Port Michael, VA 07416","683 Phillip Overpass
Lake Leonard, OK 17964"
Joshua Simmons,https://placekitten.com/983/458,MSc in Computer Science,24,Principal Backend Developer,"Smith, Sawyer and Garcia",Backend Development,"NoSQL Databases, SQL, Backend Development, Node.js, Go",2.7,113,No description available,Hudson Ltd,Nichols Ltd,"113 Collin Loaf
North Deanna, OH 51125","8880 Zamora Camp
Davisville, ME 08538"
Charles Mcintosh,https://placekitten.com/1022/692,MSc in Blockchain Technology,15,Principal Blockchain Developer,Carroll Inc,Decentralized Applications (DApps),"Hyperledger, Bitcoin, Solidity, Distributed Systems, Consensus Algorithms",2.7,114,No description available,Ortiz Inc,"Foster, Harrington and Mack","4811 Booth Trail Apt. 572
Robertberg, AL 52638","USS Henderson
FPO AE 71381"
